order_id,customer_id,store_id,employee_id,order_date,ship_date,delivery_date,status,payment_method,shipping_method,discount_pct,region_id
15751,3906,6,244,2024-01-22,2024-01-29,2024-01-30,Delivered,Debit Card,Standard,0,6
15752,2879,12,182,2025-05-07,2025-05-12,,Shipped,Wire Transfer,Express,5,2
15753,2932,38,64,2025-05-27,2025-05-28,2025-06-01,Delivered,Google Pay,Overnight,10,2
15754,1597,44,156,2023-08-15,2023-08-19,2023-08-24,Delivered,PayPal,Free Shipping,10,9
15755,4520,14,300,2022-07-02,2022-07-03,2022-07-10,Delivered,Debit Card,Standard,5,1
15756,118,25,129,2023-06-22,2023-06-26,2023-07-09,Delivered,Gift Card,Overnight,0,3
15757,2562,13,217,2024-12-21,2024-12-22,2024-12-24,Delivered,Credit Card,Pickup,20,7
15758,4992,23,103,2025-06-06,2025-06-11,2025-06-23,Delivered,Apple Pay,Express,15,5
15759,3271,19,24,2025-04-28,2025-05-04,2025-05-11,Delivered,Credit Card,Overnight,15,2
15760,2192,14,227,2023-10-08,2023-10-12,2023-10-19,Delivered,Google Pay,Express,0,1
15761,4867,32,146,2022-06-16,,,Cancelled,Apple Pay,Pickup,10,4
15762,560,6,89,2023-03-05,2023-03-11,2023-03-24,Delivered,Debit Card,Pickup,15,6
15763,1407,23,90,2024-05-09,,,Pending,Debit Card,Free Shipping,0,5
15764,216,7,113,2025-09-12,,,Pending,PayPal,Free Shipping,10,6
15765,519,6,190,2025-11-17,2025-11-21,2025-11-27,Delivered,Debit Card,Overnight,0,6
15766,927,25,149,2024-05-09,2024-05-13,,Returned,Google Pay,Express,0,3
15767,2713,34,127,2023-06-02,2023-06-05,2023-06-07,Delivered,Apple Pay,Overnight,15,8
15768,2447,36,281,2023-08-19,2023-08-26,2023-08-27,Delivered,Wire Transfer,Standard,0,7
15769,1397,18,139,2024-05-21,,,Processing,Credit Card,Express,10,4
15770,4009,21,227,2024-10-27,2024-10-29,2024-11-07,Delivered,Google Pay,Express,0,1
15771,3766,21,279,2023-12-08,2023-12-15,2023-12-29,Delivered,Credit Card,Free Shipping,15,1
15772,90,43,101,2022-11-23,2022-11-28,2022-12-07,Delivered,Wire Transfer,Pickup,0,7
15773,4144,12,218,2023-10-12,2023-10-19,2023-10-24,Delivered,Credit Card,Free Shipping,0,2
15774,2688,38,190,2022-05-04,2022-05-06,2022-05-18,Delivered,PayPal,Pickup,0,2
15775,4447,50,272,2024-06-11,2024-06-15,2024-06-23,Delivered,Debit Card,Express,10,9
15776,2983,13,274,2022-09-17,2022-09-22,2022-09-29,Delivered,Gift Card,Free Shipping,10,7
15777,2453,21,57,2023-12-14,2023-12-19,2023-12-23,Delivered,PayPal,Overnight,0,1
15778,3267,23,10,2022-03-11,2022-03-13,2022-03-21,Delivered,Gift Card,Standard,20,5
15779,151,46,112,2022-10-23,2022-10-28,2022-11-11,Delivered,PayPal,Pickup,0,8
15780,2278,7,287,2023-06-04,2023-06-08,2023-06-20,Delivered,Apple Pay,Express,10,6
15781,3628,25,197,2024-11-20,2024-11-26,2024-12-03,Delivered,Debit Card,Express,15,3
15782,4119,27,46,2022-09-25,2022-09-28,,Returned,Apple Pay,Standard,10,2
15783,4462,30,195,2025-09-19,2025-09-20,2025-09-29,Delivered,Debit Card,Pickup,5,6
15784,1734,11,178,2023-08-14,,,Cancelled,Apple Pay,Standard,10,6
15785,4345,26,290,2023-10-10,2023-10-16,2023-10-29,Delivered,Apple Pay,Express,20,1
15786,1364,36,251,2023-03-12,2023-03-17,,Shipped,Apple Pay,Free Shipping,15,7
15787,110,31,100,2022-12-26,2022-12-28,2023-01-10,Delivered,Google Pay,Overnight,20,2
15788,3164,41,185,2024-03-06,2024-03-13,2024-03-24,Delivered,Google Pay,Overnight,25,9
15789,3605,35,276,2023-09-25,2023-10-02,2023-10-13,Delivered,PayPal,Overnight,0,8
15790,3943,4,252,2024-11-19,2024-11-24,2024-11-26,Delivered,Apple Pay,Standard,10,4
15791,3281,28,222,2023-06-05,2023-06-06,2023-06-12,Delivered,Debit Card,Overnight,0,3
15792,1443,22,61,2025-11-16,2025-11-21,,Returned,Debit Card,Standard,0,5
15793,1810,12,79,2024-12-18,2024-12-19,2024-12-29,Delivered,Credit Card,Free Shipping,25,2
15794,3582,1,55,2023-08-04,2023-08-11,2023-08-16,Delivered,Google Pay,Standard,10,2
15795,2443,13,79,2025-12-18,2025-12-20,2025-12-24,Delivered,Credit Card,Free Shipping,0,7
15796,3355,31,191,2024-06-05,2024-06-12,2024-06-26,Delivered,Credit Card,Standard,0,2
15797,2680,19,9,2024-10-04,2024-10-05,,Shipped,Credit Card,Pickup,10,2
15798,3807,18,104,2024-08-10,2024-08-17,2024-08-21,Delivered,Wire Transfer,Pickup,0,4
15799,4401,43,20,2023-09-07,2023-09-14,2023-09-25,Delivered,Wire Transfer,Express,0,7
15800,4710,29,169,2023-12-06,2023-12-13,2023-12-25,Delivered,PayPal,Standard,0,7
15801,3144,22,86,2025-12-21,2025-12-24,2025-12-25,Delivered,Gift Card,Express,0,5
15802,2070,34,61,2024-12-14,2024-12-19,,Shipped,Wire Transfer,Free Shipping,0,8
15803,3093,6,273,2025-07-28,2025-08-03,2025-08-11,Delivered,Apple Pay,Overnight,25,6
15804,3500,18,247,2024-09-07,2024-09-10,2024-09-22,Delivered,Credit Card,Overnight,0,4
15805,3118,43,70,2024-10-20,2024-10-25,2024-10-30,Delivered,Wire Transfer,Free Shipping,0,7
15806,2539,10,278,2025-12-04,2025-12-05,,Shipped,Credit Card,Pickup,0,5
15807,4224,6,29,2022-11-14,2022-11-18,,Shipped,Credit Card,Express,10,6
15808,3629,28,147,2025-06-01,2025-06-02,2025-06-11,Delivered,Gift Card,Free Shipping,0,3
15809,1523,28,191,2024-09-11,2024-09-17,2024-09-23,Delivered,PayPal,Pickup,0,3
15810,2141,39,300,2025-02-01,,,Processing,Credit Card,Free Shipping,15,7
15811,1052,50,32,2024-03-07,2024-03-13,2024-03-26,Delivered,Credit Card,Free Shipping,0,9
15812,1951,24,248,2025-11-24,2025-11-27,,Shipped,Credit Card,Overnight,0,5
15813,3151,31,62,2025-11-26,2025-11-30,,Shipped,Credit Card,Free Shipping,5,2
15814,1284,49,80,2022-08-15,2022-08-18,2022-08-30,Delivered,PayPal,Express,10,1
15815,4769,15,207,2024-04-07,2024-04-11,2024-04-15,Delivered,Credit Card,Standard,0,4
15816,2344,39,24,2025-10-27,2025-10-28,,Shipped,Credit Card,Express,0,7
15817,4283,34,108,2023-12-11,2023-12-12,,Returned,Debit Card,Overnight,10,8
15818,3777,21,8,2024-09-21,2024-09-22,,Returned,PayPal,Overnight,5,1
15819,2589,49,245,2025-12-12,2025-12-19,2026-01-01,Delivered,Debit Card,Free Shipping,10,1
15820,2605,32,146,2024-04-08,2024-04-09,2024-04-21,Delivered,PayPal,Overnight,15,4
15821,499,24,290,2023-05-20,,,Processing,Credit Card,Free Shipping,15,5
15822,1946,16,57,2024-07-24,2024-07-30,2024-08-12,Delivered,Wire Transfer,Overnight,30,8
15823,178,39,45,2023-09-11,2023-09-16,2023-09-21,Delivered,Debit Card,Free Shipping,10,7
15824,3481,34,241,2024-12-24,2024-12-30,2025-01-02,Delivered,Credit Card,Express,15,8
15825,1259,41,12,2023-08-17,2023-08-19,2023-08-21,Delivered,Gift Card,Standard,5,9
15826,4727,11,98,2023-08-22,2023-08-29,2023-09-07,Delivered,Google Pay,Pickup,10,6
15827,1847,15,176,2024-12-20,,,Processing,Google Pay,Standard,10,4
15828,2683,44,245,2023-07-26,2023-07-29,2023-07-31,Delivered,Credit Card,Pickup,0,9
15829,3040,13,272,2023-03-17,2023-03-20,2023-03-31,Delivered,Wire Transfer,Overnight,5,7
15830,1656,8,163,2024-06-05,2024-06-10,,Shipped,Gift Card,Pickup,0,7
15831,3350,35,92,2023-09-18,2023-09-23,,Returned,Wire Transfer,Free Shipping,15,8
15832,1005,46,215,2024-03-05,2024-03-09,2024-03-10,Delivered,Apple Pay,Pickup,5,8
15833,1424,11,270,2024-03-13,2024-03-14,2024-03-22,Delivered,Gift Card,Free Shipping,15,6
15834,4501,12,70,2024-10-06,2024-10-11,2024-10-12,Delivered,Credit Card,Pickup,0,2
15835,3474,36,29,2025-06-23,2025-06-25,,Shipped,PayPal,Express,25,7
15836,1064,21,112,2022-09-20,2022-09-23,2022-10-03,Delivered,Debit Card,Standard,0,1
15837,3922,47,215,2022-11-19,2022-11-23,2022-12-04,Delivered,Google Pay,Pickup,0,2
15838,2919,39,223,2024-02-23,,,Processing,PayPal,Standard,10,7
15839,1846,45,70,2025-09-25,2025-09-30,,Returned,Gift Card,Overnight,10,1
15840,1145,18,140,2023-03-18,2023-03-23,2023-03-26,Delivered,PayPal,Overnight,5,4
15841,1746,33,283,2024-09-19,2024-09-23,2024-10-01,Delivered,Gift Card,Free Shipping,0,1
15842,458,8,170,2024-02-20,2024-02-24,,Returned,PayPal,Overnight,15,7
15843,274,28,45,2024-01-23,2024-01-25,2024-02-04,Delivered,PayPal,Standard,15,3
15844,2495,18,47,2024-02-14,2024-02-17,2024-02-24,Delivered,Apple Pay,Express,0,4
15845,2294,44,141,2025-09-12,,,Cancelled,Google Pay,Pickup,10,9
15846,1352,14,252,2022-10-10,2022-10-15,,Shipped,Credit Card,Free Shipping,15,1
15847,1996,29,121,2025-02-20,2025-02-21,2025-02-26,Delivered,Apple Pay,Standard,15,7
15848,457,7,52,2023-05-07,2023-05-12,2023-05-15,Delivered,Gift Card,Free Shipping,5,6
15849,2659,40,208,2025-05-09,2025-05-11,2025-05-16,Delivered,Apple Pay,Pickup,0,2
15850,4950,46,63,2025-05-11,2025-05-17,2025-05-27,Delivered,Apple Pay,Overnight,5,8
15851,3534,44,117,2025-07-17,2025-07-20,2025-08-02,Delivered,Gift Card,Pickup,25,9
15852,2063,43,280,2024-03-02,2024-03-03,2024-03-13,Delivered,Debit Card,Pickup,10,7
15853,1264,8,147,2023-09-14,2023-09-19,2023-09-29,Delivered,PayPal,Pickup,0,7
15854,2379,12,251,2025-02-27,2025-03-04,,Shipped,Wire Transfer,Express,0,2
15855,830,36,192,2024-07-28,2024-08-01,2024-08-09,Delivered,Apple Pay,Overnight,20,7
15856,3430,8,108,2025-12-04,2025-12-11,2025-12-14,Delivered,Credit Card,Pickup,10,7
15857,4090,10,91,2022-12-14,2022-12-16,,Shipped,Credit Card,Free Shipping,0,5
15858,1016,25,9,2025-06-10,2025-06-16,2025-06-26,Delivered,Credit Card,Pickup,10,3
15859,1320,28,39,2025-04-01,2025-04-08,2025-04-20,Delivered,PayPal,Free Shipping,15,3
15860,4108,26,163,2025-08-15,2025-08-17,2025-08-18,Delivered,Wire Transfer,Express,15,1
15861,4724,40,284,2025-12-21,2025-12-24,,Shipped,Apple Pay,Standard,10,2
15862,3437,37,279,2023-12-12,,,Pending,Debit Card,Overnight,0,1
15863,185,42,282,2023-10-28,2023-11-03,2023-11-15,Delivered,Google Pay,Overnight,5,8
15864,41,11,49,2022-12-03,2022-12-05,2022-12-06,Delivered,Gift Card,Standard,0,6
15865,1217,5,300,2024-08-28,2024-08-29,2024-08-30,Delivered,PayPal,Pickup,5,1
15866,4320,28,238,2024-06-26,2024-06-27,2024-07-11,Delivered,Debit Card,Overnight,0,3
15867,4746,14,300,2023-10-09,,,Processing,Wire Transfer,Free Shipping,10,1
15868,1313,22,300,2025-04-03,2025-04-10,2025-04-12,Delivered,PayPal,Overnight,0,5
15869,4192,35,29,2024-06-05,2024-06-09,2024-06-15,Delivered,PayPal,Pickup,0,8
15870,3451,42,17,2023-06-10,,,Processing,Credit Card,Pickup,5,8
15871,3319,16,78,2022-11-04,2022-11-10,2022-11-20,Delivered,Apple Pay,Overnight,0,8
15872,3969,26,83,2024-12-23,,,Pending,Wire Transfer,Free Shipping,0,1
15873,1953,42,216,2022-10-01,2022-10-04,,Returned,Gift Card,Overnight,10,8
15874,399,28,21,2023-08-19,2023-08-23,2023-08-27,Delivered,Wire Transfer,Overnight,5,3
15875,4184,37,67,2025-09-17,2025-09-19,2025-09-30,Delivered,Credit Card,Free Shipping,20,1
15876,1018,7,239,2025-12-15,2025-12-19,2025-12-30,Delivered,Wire Transfer,Free Shipping,20,6
15877,4457,14,257,2025-06-25,2025-07-02,2025-07-13,Delivered,Google Pay,Free Shipping,0,1
15878,3630,42,135,2025-05-13,,,Pending,Credit Card,Pickup,0,8
15879,767,47,137,2022-10-23,2022-10-25,2022-11-05,Delivered,Gift Card,Overnight,10,2
15880,4804,44,92,2025-11-25,2025-11-26,2025-12-05,Delivered,Apple Pay,Standard,15,9
15881,2374,21,131,2022-07-23,2022-07-27,2022-08-06,Delivered,Wire Transfer,Overnight,25,1
15882,3118,16,290,2025-02-06,2025-02-07,2025-02-21,Delivered,Wire Transfer,Pickup,15,8
15883,840,43,269,2022-08-20,2022-08-25,2022-09-04,Delivered,Wire Transfer,Free Shipping,0,7
15884,1617,1,168,2024-06-07,2024-06-14,2024-06-26,Delivered,Google Pay,Pickup,10,2
15885,3810,49,112,2025-06-09,,,Processing,PayPal,Pickup,15,1
15886,1813,27,195,2023-01-17,2023-01-19,,Shipped,PayPal,Standard,15,2
15887,4980,33,280,2024-05-21,2024-05-23,2024-06-02,Delivered,Wire Transfer,Free Shipping,0,1
15888,112,6,276,2022-11-22,2022-11-26,2022-12-10,Delivered,Google Pay,Overnight,0,6
15889,1570,37,74,2023-06-14,2023-06-17,2023-06-30,Delivered,Gift Card,Express,20,1
15890,1899,6,131,2025-10-23,2025-10-28,,Shipped,Wire Transfer,Pickup,10,6
15891,4393,4,45,2022-11-01,2022-11-07,2022-11-11,Delivered,PayPal,Free Shipping,0,4
15892,4192,7,108,2025-01-07,2025-01-12,2025-01-18,Delivered,Apple Pay,Free Shipping,0,6
15893,2490,7,121,2023-12-20,2023-12-25,2023-12-27,Delivered,Debit Card,Overnight,0,6
15894,1601,20,156,2024-11-01,2024-11-02,,Returned,Gift Card,Overnight,0,7
15895,176,34,107,2022-06-11,2022-06-12,2022-06-25,Delivered,Debit Card,Standard,0,8
15896,4563,47,96,2023-05-15,2023-05-20,,Shipped,Google Pay,Express,10,2
15897,2804,29,266,2025-12-15,,,Cancelled,Debit Card,Standard,15,7
15898,1742,41,121,2024-04-20,2024-04-21,2024-04-25,Delivered,Apple Pay,Express,0,9
15899,2104,38,253,2022-06-02,2022-06-07,2022-06-09,Delivered,Apple Pay,Free Shipping,0,2
15900,2263,16,92,2023-11-26,2023-11-28,2023-12-05,Delivered,PayPal,Free Shipping,5,8
15901,2117,12,230,2024-11-02,2024-11-03,2024-11-04,Delivered,Apple Pay,Express,15,2
15902,1307,47,225,2023-10-01,2023-10-03,2023-10-12,Delivered,Credit Card,Standard,5,2
15903,87,33,161,2023-12-28,2023-12-30,2024-01-08,Delivered,PayPal,Pickup,5,1
15904,714,37,210,2023-12-08,2023-12-12,2023-12-23,Delivered,Gift Card,Free Shipping,0,1
15905,2451,38,218,2024-08-05,2024-08-08,2024-08-17,Delivered,PayPal,Overnight,25,2
15906,562,38,143,2023-09-03,2023-09-07,,Shipped,Debit Card,Express,25,2
15907,1804,29,224,2024-07-11,2024-07-13,,Shipped,Gift Card,Pickup,0,7
15908,1295,46,127,2025-11-24,2025-11-27,2025-11-29,Delivered,Google Pay,Pickup,25,8
15909,527,32,188,2025-11-03,2025-11-07,2025-11-08,Delivered,Wire Transfer,Standard,10,4
15910,702,30,179,2025-10-12,2025-10-18,2025-10-25,Delivered,Credit Card,Free Shipping,30,6
15911,1754,12,29,2023-07-04,2023-07-07,2023-07-21,Delivered,Wire Transfer,Express,0,2
15912,3846,16,97,2024-01-09,2024-01-16,2024-01-23,Delivered,Google Pay,Free Shipping,0,8
15913,387,29,211,2023-02-15,,,Cancelled,Gift Card,Pickup,5,7
15914,1952,6,223,2025-08-19,2025-08-21,,Shipped,Debit Card,Overnight,10,6
15915,2046,27,221,2025-09-27,2025-10-04,2025-10-14,Delivered,PayPal,Free Shipping,25,2
15916,2680,7,156,2024-12-09,,,Pending,Apple Pay,Pickup,0,6
15917,2985,16,116,2024-10-03,2024-10-06,,Returned,PayPal,Standard,10,8
15918,692,9,199,2024-11-11,2024-11-18,2024-11-21,Delivered,Debit Card,Express,15,6
15919,2620,19,213,2024-03-24,2024-03-28,2024-03-30,Delivered,Gift Card,Pickup,20,2
15920,2985,7,133,2023-12-17,2023-12-20,,Shipped,Debit Card,Express,0,6
15921,654,4,14,2025-08-14,2025-08-21,2025-08-31,Delivered,Google Pay,Overnight,20,4
15922,4345,44,218,2025-06-01,2025-06-05,2025-06-07,Delivered,Credit Card,Free Shipping,5,9
15923,3790,22,14,2022-09-26,,,Processing,Google Pay,Overnight,0,5
15924,3503,50,49,2024-06-11,2024-06-16,,Shipped,Wire Transfer,Overnight,0,9
15925,279,34,222,2024-12-12,2024-12-19,2024-12-23,Delivered,Wire Transfer,Overnight,5,8
15926,1265,37,45,2025-03-10,2025-03-16,2025-03-25,Delivered,Wire Transfer,Standard,5,1
15927,1911,8,118,2022-10-24,2022-10-27,2022-11-07,Delivered,PayPal,Express,0,7
15928,1820,6,219,2025-02-25,2025-03-02,,Shipped,Debit Card,Overnight,20,6
15929,3516,41,154,2023-09-08,2023-09-11,,Returned,PayPal,Express,10,9
15930,1193,30,58,2024-05-20,,,Cancelled,Apple Pay,Free Shipping,10,6
15931,2710,1,183,2024-07-09,2024-07-14,2024-07-19,Delivered,Credit Card,Overnight,0,2
15932,2025,14,188,2025-11-28,2025-12-03,,Returned,Apple Pay,Express,0,1
15933,3112,9,22,2024-11-22,2024-11-27,2024-12-08,Delivered,Credit Card,Express,30,6
15934,1722,47,114,2025-11-03,2025-11-04,2025-11-14,Delivered,Wire Transfer,Pickup,20,2
15935,4996,13,241,2024-10-03,2024-10-08,,Returned,Google Pay,Pickup,0,7
15936,3957,4,51,2023-06-28,2023-06-29,2023-06-30,Delivered,Gift Card,Overnight,0,4
15937,4247,48,165,2023-03-11,2023-03-12,2023-03-24,Delivered,Wire Transfer,Pickup,25,4
15938,2836,23,171,2022-12-16,2022-12-22,2022-12-26,Delivered,Google Pay,Overnight,0,5
15939,3909,49,10,2024-04-06,2024-04-09,2024-04-12,Delivered,Apple Pay,Pickup,0,1
15940,1923,16,7,2022-11-24,2022-11-28,2022-12-10,Delivered,Wire Transfer,Overnight,10,8
15941,2154,7,234,2024-06-07,2024-06-14,2024-06-21,Delivered,Wire Transfer,Free Shipping,0,6
15942,1622,32,124,2024-09-25,2024-09-28,2024-09-30,Delivered,Gift Card,Pickup,10,4
15943,4039,42,111,2024-05-09,2024-05-11,,Shipped,Google Pay,Free Shipping,5,8
15944,3833,30,170,2024-07-26,,,Pending,Google Pay,Free Shipping,0,6
15945,4995,17,192,2025-05-23,2025-05-27,2025-06-07,Delivered,PayPal,Overnight,0,9
15946,4260,7,93,2023-05-08,,,Processing,Wire Transfer,Overnight,15,6
15947,657,32,61,2025-09-20,2025-09-25,2025-09-26,Delivered,Gift Card,Pickup,0,4
15948,528,50,90,2023-04-20,2023-04-23,,Returned,Wire Transfer,Free Shipping,0,9
15949,2985,36,215,2025-09-07,2025-09-11,2025-09-13,Delivered,Credit Card,Free Shipping,0,7
15950,3479,29,110,2023-08-27,2023-08-29,,Shipped,Google Pay,Standard,15,7
15951,439,27,231,2024-12-05,2024-12-11,2024-12-18,Delivered,Apple Pay,Express,0,2
15952,269,45,147,2025-07-03,2025-07-04,2025-07-14,Delivered,Credit Card,Pickup,0,1
15953,1275,15,161,2025-07-04,,,Cancelled,Wire Transfer,Standard,10,4
15954,3394,26,175,2023-12-27,,,Cancelled,PayPal,Express,0,1
15955,2754,22,111,2025-11-06,2025-11-12,2025-11-18,Delivered,PayPal,Pickup,0,5
15956,2295,1,217,2022-11-23,2022-11-26,2022-11-29,Delivered,Google Pay,Overnight,0,2
15957,1399,22,249,2023-09-15,2023-09-17,2023-09-24,Delivered,Apple Pay,Standard,20,5
15958,1095,5,201,2024-09-13,2024-09-14,,Shipped,Apple Pay,Pickup,5,1
15959,1135,43,129,2022-11-17,2022-11-19,2022-11-25,Delivered,Debit Card,Pickup,0,7
15960,3720,33,237,2024-11-02,2024-11-06,,Shipped,Google Pay,Standard,5,1
15961,2892,24,151,2024-12-07,2024-12-11,2024-12-24,Delivered,Credit Card,Pickup,0,5
15962,1316,28,24,2023-08-11,2023-08-17,2023-08-18,Delivered,Gift Card,Express,10,3
15963,1656,6,31,2025-08-06,,,Processing,Debit Card,Free Shipping,0,6
15964,2429,45,122,2024-05-06,2024-05-10,2024-05-14,Delivered,Google Pay,Free Shipping,25,1
15965,4398,20,135,2022-10-20,2022-10-26,2022-11-09,Delivered,PayPal,Free Shipping,25,7
15966,448,27,191,2025-06-08,2025-06-10,2025-06-14,Delivered,Credit Card,Express,0,2
15967,955,27,39,2025-10-02,2025-10-03,,Shipped,Gift Card,Pickup,20,2
15968,4257,22,284,2024-10-17,,,Cancelled,Wire Transfer,Pickup,0,5
15969,56,17,236,2024-09-03,2024-09-06,2024-09-17,Delivered,Google Pay,Express,0,9
15970,4601,25,149,2022-11-20,,,Processing,Apple Pay,Standard,10,3
15971,1513,49,18,2024-11-15,2024-11-21,2024-12-03,Delivered,PayPal,Free Shipping,0,1
15972,1657,18,165,2024-11-21,,,Pending,PayPal,Pickup,5,4
15973,481,9,168,2025-11-10,,,Processing,Wire Transfer,Overnight,0,6
15974,3337,4,82,2024-11-04,2024-11-08,2024-11-21,Delivered,Gift Card,Free Shipping,20,4
15975,4005,36,154,2025-04-21,2025-04-26,2025-04-27,Delivered,Debit Card,Standard,20,7
15976,4360,27,62,2022-06-01,2022-06-04,,Shipped,Gift Card,Express,10,2
15977,272,43,299,2023-05-20,2023-05-23,,Shipped,Debit Card,Free Shipping,0,7
15978,2037,50,5,2025-10-06,2025-10-09,2025-10-15,Delivered,PayPal,Free Shipping,0,9
15979,1487,29,133,2025-02-23,2025-03-02,2025-03-07,Delivered,Gift Card,Free Shipping,5,7
15980,1499,45,274,2025-12-23,2025-12-27,2026-01-01,Delivered,Apple Pay,Standard,0,1
15981,4014,27,180,2023-12-23,2023-12-28,2023-12-30,Delivered,Gift Card,Free Shipping,0,2
15982,3970,18,65,2024-10-09,,,Pending,Google Pay,Standard,0,4
15983,866,21,14,2025-11-13,2025-11-17,,Returned,PayPal,Pickup,0,1
15984,3276,8,185,2023-03-19,2023-03-23,2023-04-02,Delivered,Apple Pay,Pickup,0,7
15985,2949,45,292,2025-08-24,2025-08-26,2025-09-04,Delivered,Credit Card,Free Shipping,5,1
15986,4367,47,216,2024-12-03,2024-12-06,2024-12-10,Delivered,Gift Card,Standard,0,2
15987,3334,1,200,2025-12-04,2025-12-05,2025-12-13,Delivered,Gift Card,Pickup,0,2
15988,467,26,212,2023-11-11,,,Pending,Apple Pay,Overnight,0,1
15989,4693,49,9,2024-05-16,2024-05-23,2024-06-04,Delivered,Debit Card,Pickup,10,1
15990,3623,36,240,2025-07-02,2025-07-09,2025-07-21,Delivered,Google Pay,Overnight,0,7
15991,1352,6,127,2022-11-02,2022-11-08,2022-11-13,Delivered,Credit Card,Overnight,10,6
15992,4908,48,12,2025-12-27,,,Processing,Google Pay,Express,0,4
15993,3412,41,182,2025-11-07,2025-11-09,2025-11-13,Delivered,Gift Card,Pickup,0,9
15994,1348,50,188,2023-01-09,,,Cancelled,PayPal,Free Shipping,0,9
15995,4021,40,7,2025-08-21,2025-08-26,2025-09-06,Delivered,Google Pay,Overnight,0,2
15996,738,5,182,2022-12-05,,,Cancelled,Debit Card,Overnight,0,1
15997,331,27,103,2022-09-07,2022-09-12,2022-09-14,Delivered,Credit Card,Pickup,0,2
15998,3238,50,288,2025-07-14,2025-07-16,,Shipped,Apple Pay,Free Shipping,25,9
15999,3304,42,129,2025-08-17,2025-08-19,,Shipped,PayPal,Standard,10,8
16000,662,38,290,2025-04-27,2025-04-29,2025-05-11,Delivered,Credit Card,Overnight,0,2
16001,1678,35,261,2023-06-18,2023-06-25,2023-06-27,Delivered,Debit Card,Free Shipping,10,8
16002,369,5,165,2022-07-26,,,Pending,Google Pay,Pickup,15,1
16003,3491,37,106,2022-05-17,2022-05-24,2022-06-05,Delivered,Wire Transfer,Pickup,5,1
16004,2844,47,214,2025-08-22,2025-08-27,,Returned,PayPal,Express,20,2
16005,4276,18,279,2023-06-06,2023-06-08,2023-06-13,Delivered,PayPal,Pickup,0,4
16006,3136,16,268,2025-11-22,2025-11-23,,Shipped,Google Pay,Express,10,8
16007,4620,20,216,2023-07-09,2023-07-10,2023-07-21,Delivered,Debit Card,Free Shipping,10,7
16008,3303,48,201,2022-12-17,,,Processing,PayPal,Standard,0,4
16009,1096,50,148,2023-11-02,,,Processing,Apple Pay,Free Shipping,5,9
16010,591,33,140,2023-06-11,2023-06-16,2023-06-29,Delivered,Google Pay,Pickup,0,1
16011,1325,30,113,2023-11-27,2023-12-02,2023-12-04,Delivered,Credit Card,Overnight,20,6
16012,1692,19,15,2023-10-24,2023-10-29,2023-11-12,Delivered,Wire Transfer,Overnight,15,2
16013,3692,41,241,2023-03-09,2023-03-12,2023-03-22,Delivered,Gift Card,Standard,0,9
16014,598,37,214,2023-05-17,2023-05-20,2023-05-27,Delivered,Apple Pay,Standard,0,1
16015,4570,13,179,2025-12-15,2025-12-18,2025-12-23,Delivered,Credit Card,Overnight,20,7
16016,3622,6,36,2023-05-03,2023-05-05,2023-05-09,Delivered,Credit Card,Free Shipping,0,6
16017,4600,6,150,2024-12-08,2024-12-09,,Shipped,Debit Card,Pickup,0,6
16018,2483,4,133,2025-04-07,,,Processing,Gift Card,Express,0,4
16019,956,50,241,2023-08-12,2023-08-16,,Returned,Debit Card,Overnight,10,9
16020,2181,43,21,2023-09-02,2023-09-04,,Shipped,Gift Card,Free Shipping,10,7
16021,2656,19,20,2022-12-07,2022-12-12,,Shipped,PayPal,Free Shipping,30,2
16022,1942,38,197,2025-06-19,2025-06-21,2025-06-22,Delivered,Credit Card,Standard,10,2
16023,2529,45,86,2022-12-21,,,Pending,Apple Pay,Overnight,10,1
16024,4717,46,57,2024-11-22,,,Processing,Debit Card,Pickup,0,8
16025,1253,11,218,2025-12-22,2025-12-23,2025-12-28,Delivered,Wire Transfer,Pickup,5,6
16026,4877,40,125,2023-12-14,2023-12-15,2023-12-19,Delivered,Credit Card,Free Shipping,30,2
16027,3049,18,150,2023-05-14,2023-05-21,2023-05-22,Delivered,PayPal,Express,0,4
16028,975,32,197,2024-09-06,2024-09-11,2024-09-13,Delivered,Apple Pay,Express,5,4
16029,1807,22,63,2025-09-22,2025-09-28,2025-10-12,Delivered,PayPal,Free Shipping,10,5
16030,1461,47,21,2025-12-18,,,Processing,Google Pay,Overnight,30,2
16031,2145,5,142,2024-04-17,2024-04-19,2024-04-23,Delivered,Apple Pay,Express,5,1
16032,4590,10,171,2025-08-27,2025-08-28,2025-09-05,Delivered,Debit Card,Pickup,10,5
16033,3632,10,96,2022-05-15,2022-05-22,2022-06-05,Delivered,Credit Card,Free Shipping,15,5
16034,4519,37,128,2023-04-02,,,Processing,Apple Pay,Pickup,5,1
16035,3236,43,28,2023-07-15,2023-07-19,2023-07-27,Delivered,Wire Transfer,Free Shipping,0,7
16036,3958,5,72,2025-09-28,2025-10-05,2025-10-09,Delivered,Apple Pay,Overnight,0,1
16037,3384,50,81,2022-11-02,,,Cancelled,Gift Card,Standard,0,9
16038,1625,21,164,2025-01-19,2025-01-20,2025-01-22,Delivered,Credit Card,Standard,0,1
16039,4404,46,202,2025-07-20,2025-07-27,2025-08-06,Delivered,PayPal,Standard,0,8
16040,3835,38,37,2025-11-09,,,Cancelled,Google Pay,Overnight,20,2
