inventory_id,product_id,store_id,snapshot_date,qty_on_hand,qty_reserved,reorder_point,reorder_qty
4068,716,15,2025-03-01,284,32,25,190
4069,581,27,2024-11-01,143,46,32,229
4070,674,19,2024-10-01,347,30,20,290
4071,639,38,2024-11-01,6,1,50,218
4072,217,4,2025-12-01,421,5,10,273
4073,445,6,2025-05-01,345,45,26,56
4074,776,29,2024-05-01,0,30,80,297
4075,180,42,2024-07-01,295,17,31,268
4076,1082,34,2025-03-01,199,9,23,90
4077,22,21,2024-04-01,265,41,69,110
4078,737,27,2024-09-01,180,33,65,247
4079,399,20,2024-06-01,39,18,28,269
4080,534,44,2025-06-01,12,19,68,122
4081,495,4,2024-08-01,0,0,58,101
4082,1134,31,2024-10-01,130,34,69,82
4083,226,16,2024-05-01,311,7,26,263
4084,490,10,2024-08-01,454,20,55,132
4085,426,4,2024-04-01,264,45,59,285
4086,406,4,2025-01-01,282,23,44,91
4087,347,25,2024-12-01,57,26,22,98
4088,711,39,2025-12-01,52,12,61,192
4089,35,50,2024-09-01,462,3,63,78
4090,1071,31,2024-02-01,313,28,68,280
4091,1143,33,2024-09-01,107,2,50,59
4092,835,37,2024-06-01,162,7,10,249
4093,604,30,2024-02-01,176,20,47,138
4094,1188,31,2025-05-01,226,40,77,254
4095,602,45,2024-01-01,359,37,18,255
4096,834,43,2024-03-01,372,39,61,141
4097,1135,5,2024-12-01,365,29,14,54
4098,137,16,2025-03-01,162,25,54,66
4099,1162,36,2025-04-01,375,11,18,106
4100,768,4,2024-11-01,375,40,40,171
4101,470,17,2025-03-01,436,8,19,272
4102,801,37,2024-06-01,344,40,48,100
4103,578,30,2024-06-01,26,6,79,145
4104,504,8,2024-06-01,429,17,66,175
4105,788,31,2025-12-01,408,37,30,118
4106,404,4,2025-09-01,79,31,71,232
4107,1079,25,2025-01-01,460,11,13,92
4108,864,21,2024-03-01,397,23,22,93
4109,1153,17,2025-08-01,391,41,28,161
4110,641,18,2024-05-01,480,35,60,73
4111,324,23,2024-04-01,219,0,31,266
4112,381,43,2024-10-01,135,2,11,204
4113,358,30,2025-09-01,474,3,39,96
4114,137,38,2024-12-01,202,7,71,102
4115,361,33,2024-02-01,143,10,37,177
4116,253,44,2025-06-01,144,42,75,88
4117,656,36,2024-12-01,351,17,45,284
4118,56,40,2024-05-01,22,39,50,172
4119,321,27,2024-07-01,470,9,64,142
4120,1199,14,2025-02-01,140,20,34,139
4121,98,5,2024-09-01,451,48,35,120
4122,894,36,2025-01-01,469,35,63,115
4123,557,36,2025-05-01,8,47,53,193
4124,763,31,2024-07-01,105,9,23,77
4125,1183,37,2024-12-01,145,1,18,60
4126,686,33,2024-03-01,111,1,22,124
4127,157,47,2025-10-01,320,46,43,135
4128,45,44,2024-09-01,201,35,37,85
4129,1022,37,2024-07-01,217,35,19,129
4130,1025,33,2025-11-01,136,3,61,149
4131,533,16,2024-03-01,281,49,79,176
4132,245,6,2025-05-01,67,0,77,138
4133,150,21,2024-03-01,252,49,39,205
4134,350,11,2025-12-01,119,4,45,288
4135,266,48,2025-10-01,169,49,28,292
4136,836,38,2024-07-01,23,39,50,263
4137,275,44,2025-05-01,19,9,59,129
4138,1004,5,2025-06-01,158,48,51,162
4139,911,19,2024-02-01,187,27,32,142
4140,1215,32,2025-11-01,48,38,75,76
4141,88,18,2025-02-01,209,49,58,61
4142,869,50,2025-06-01,149,12,48,169
4143,1065,8,2025-11-01,34,20,63,206
4144,846,18,2024-10-01,128,5,25,296
4145,104,13,2025-04-01,204,38,15,257
4146,197,34,2024-09-01,393,22,44,89
4147,537,28,2024-06-01,276,50,74,76
4148,827,35,2025-07-01,352,27,56,239
4149,739,17,2025-01-01,476,7,14,121
4150,1038,41,2024-05-01,99,28,56,281
4151,446,46,2025-02-01,452,35,61,179
4152,829,11,2024-01-01,175,31,41,126
4153,753,35,2025-05-01,253,48,70,138
4154,203,23,2024-05-01,114,26,39,180
4155,989,45,2025-01-01,151,32,72,102
4156,40,15,2024-04-01,10,15,64,261
4157,1064,35,2025-09-01,77,20,11,96
4158,81,8,2025-07-01,116,33,58,183
4159,648,18,2024-05-01,307,15,54,264
4160,274,15,2025-09-01,3,8,68,135
4161,122,19,2025-08-01,155,39,30,292
4162,567,42,2024-09-01,166,23,47,179
4163,152,11,2025-12-01,85,5,64,128
4164,886,4,2025-07-01,43,21,50,273
4165,1094,45,2025-10-01,147,20,36,227
4166,1130,27,2025-04-01,336,25,48,70
4167,177,44,2025-11-01,220,23,29,90
4168,969,48,2024-01-01,225,28,66,220
4169,580,36,2025-11-01,275,8,67,210
4170,179,6,2024-07-01,29,40,41,208
4171,211,27,2025-08-01,38,48,75,226
4172,767,15,2024-12-01,494,24,17,148
4173,1212,44,2024-08-01,318,19,16,183
4174,454,34,2025-08-01,268,8,60,240
4175,711,17,2024-09-01,183,1,63,224
4176,154,49,2024-03-01,421,9,76,180
4177,588,18,2024-11-01,274,43,33,50
4178,311,21,2024-09-01,356,44,28,129
4179,68,6,2024-01-01,217,33,33,269
4180,303,40,2025-01-01,471,17,78,61
4181,1021,8,2025-08-01,457,9,19,276
4182,315,17,2025-03-01,463,25,43,292
4183,452,48,2024-09-01,306,0,16,228
4184,336,48,2025-09-01,437,39,79,248
4185,351,9,2024-04-01,372,32,49,207
4186,512,42,2025-05-01,250,21,32,68
4187,270,20,2025-12-01,462,15,17,217
4188,434,20,2024-10-01,393,30,18,221
4189,589,12,2024-10-01,22,14,30,191
4190,492,23,2025-12-01,52,30,24,277
4191,8,29,2025-02-01,293,14,76,99
4192,274,33,2024-03-01,255,34,61,291
4193,975,26,2025-05-01,337,37,14,300
4194,604,26,2024-04-01,333,29,17,277
4195,786,50,2025-07-01,95,49,40,61
4196,1031,15,2025-02-01,274,37,36,92
4197,338,13,2024-01-01,256,47,45,82
4198,575,8,2024-08-01,464,42,79,270
4199,584,26,2024-02-01,85,34,38,50
4200,449,46,2024-11-01,135,1,21,177
4201,453,21,2024-02-01,199,7,46,129
4202,234,38,2024-01-01,45,7,34,262
4203,593,28,2025-03-01,278,16,79,178
4204,103,32,2025-06-01,480,47,25,239
4205,1139,38,2024-05-01,326,32,38,158
4206,691,4,2025-03-01,58,15,18,156
4207,961,14,2024-01-01,204,15,48,219
4208,211,49,2025-01-01,21,49,69,189
4209,550,34,2025-01-01,266,0,55,90
4210,1159,36,2025-03-01,228,10,69,140
4211,894,28,2025-09-01,390,36,18,264
4212,724,10,2024-07-01,378,18,22,117
4213,1102,50,2025-04-01,74,47,59,62
4214,151,13,2024-06-01,474,31,44,219
4215,998,22,2025-08-01,137,48,13,276
4216,1161,24,2025-12-01,471,35,27,56
4217,106,9,2025-07-01,466,46,22,72
4218,775,29,2025-10-01,76,20,68,59
4219,504,10,2024-05-01,377,49,45,212
4220,244,29,2024-12-01,8,10,42,78
4221,1165,33,2025-12-01,196,49,26,273
4222,427,13,2024-10-01,119,35,49,237
4223,834,21,2025-04-01,374,8,14,209
4224,243,40,2025-08-01,28,30,66,252
4225,549,42,2024-01-01,239,42,67,145
4226,770,38,2024-11-01,196,30,11,54
4227,307,31,2024-04-01,393,21,42,294
4228,438,40,2025-01-01,295,44,11,236
4229,22,32,2025-03-01,493,23,25,54
4230,446,44,2024-07-01,107,49,42,86
4231,1077,34,2025-02-01,132,44,48,94
4232,485,15,2025-09-01,478,32,16,213
4233,411,21,2025-04-01,301,25,32,204
4234,96,40,2024-05-01,252,46,34,202
4235,705,33,2025-09-01,117,27,73,53
4236,4,45,2024-08-01,200,40,60,300
4237,1162,36,2024-11-01,264,44,14,167
4238,847,18,2024-02-01,422,45,60,53
4239,1140,22,2025-04-01,25,4,73,200
4240,1061,44,2025-04-01,405,13,44,250
4241,118,4,2025-08-01,215,21,10,186
4242,194,12,2025-01-01,177,25,42,186
4243,47,47,2025-01-01,156,43,44,137
4244,789,40,2025-12-01,432,15,62,245
4245,424,27,2025-03-01,111,17,11,146
4246,203,9,2024-11-01,156,47,17,183
4247,265,42,2025-03-01,381,33,24,108
4248,671,41,2025-12-01,154,10,18,83
4249,297,37,2024-04-01,175,16,55,242
4250,318,14,2025-06-01,197,48,13,275
4251,112,39,2024-10-01,219,39,44,189
4252,718,9,2025-04-01,474,23,61,253
4253,44,13,2025-07-01,52,0,57,194
4254,721,36,2024-06-01,435,2,17,184
4255,46,37,2024-03-01,335,35,43,269
4256,450,42,2024-11-01,384,26,51,207
4257,732,36,2024-03-01,395,30,72,68
4258,41,32,2024-10-01,212,28,13,160
4259,54,39,2024-03-01,321,31,64,273
4260,929,31,2024-01-01,194,49,27,164
4261,1060,18,2025-02-01,490,35,50,236
4262,132,1,2025-08-01,273,23,28,272
4263,1143,40,2025-02-01,16,30,22,250
4264,634,31,2024-02-01,27,30,18,239
4265,233,21,2024-12-01,143,41,56,182
4266,125,35,2025-02-01,379,20,33,120
4267,170,36,2025-02-01,21,8,70,156
4268,94,11,2025-05-01,84,21,38,110
4269,279,19,2025-03-01,325,4,60,188
4270,448,28,2025-12-01,430,11,30,203
4271,90,15,2024-09-01,197,18,42,55
4272,530,37,2025-03-01,406,0,68,185
4273,822,38,2024-02-01,120,38,62,58
4274,452,15,2025-04-01,259,4,53,197
4275,712,40,2025-08-01,200,21,56,208
4276,863,17,2024-06-01,363,17,63,260
4277,934,10,2025-12-01,365,45,41,101
4278,286,15,2025-12-01,206,30,35,251
4279,520,5,2024-10-01,138,44,25,145
4280,452,41,2024-10-01,358,31,37,126
4281,213,46,2024-11-01,25,38,50,161
4282,845,23,2024-08-01,301,11,26,244
4283,98,5,2025-07-01,365,45,55,68
4284,349,44,2025-03-01,434,47,65,158
4285,269,16,2024-10-01,177,50,52,237
4286,1062,11,2025-02-01,394,1,61,116
4287,1030,17,2025-04-01,159,39,27,282
4288,951,34,2024-10-01,79,30,45,107
4289,741,38,2024-12-01,256,26,61,176
4290,569,40,2025-05-01,352,19,22,186
4291,428,26,2025-08-01,341,28,56,244
4292,509,42,2025-07-01,222,15,36,93
4293,447,8,2025-01-01,138,4,12,238
4294,1138,18,2025-05-01,271,29,43,62
4295,943,18,2024-12-01,418,46,12,253
4296,309,46,2025-11-01,164,30,64,274
4297,463,34,2025-04-01,80,13,71,84
4298,557,8,2024-06-01,155,1,38,77
4299,1105,17,2025-01-01,361,7,48,242
4300,634,6,2024-04-01,335,48,72,85
4301,788,15,2024-10-01,497,20,34,270
4302,980,34,2025-08-01,290,7,20,266
4303,118,28,2025-08-01,96,12,58,236
4304,1214,41,2024-07-01,423,34,63,136
4305,1187,17,2024-09-01,239,16,80,163
4306,262,31,2025-04-01,362,43,72,200
4307,1125,42,2024-05-01,129,4,66,182
4308,763,31,2024-08-01,172,20,47,295
4309,154,18,2024-01-01,130,42,19,294
4310,550,45,2025-08-01,341,19,36,197
4311,400,36,2025-02-01,359,7,73,169
4312,259,14,2025-06-01,150,44,44,143
4313,893,1,2024-09-01,496,48,71,236
4314,446,46,2024-02-01,208,41,42,220
4315,145,6,2025-11-01,323,0,12,105
4316,902,48,2024-08-01,450,12,60,113
4317,254,49,2025-03-01,76,29,60,225
4318,740,28,2024-02-01,175,3,41,262
4319,705,41,2025-08-01,400,18,26,280
4320,554,45,2024-03-01,179,20,76,166
4321,437,10,2025-04-01,229,34,51,246
4322,1060,46,2025-03-01,475,44,36,181
4323,1009,13,2025-01-01,495,10,56,236
4324,389,20,2025-07-01,188,27,70,112
4325,276,17,2024-04-01,156,33,75,266
4326,7,46,2024-03-01,460,49,55,266
4327,502,33,2024-12-01,162,0,18,74
4328,363,25,2024-09-01,221,46,77,274
4329,1067,10,2025-10-01,279,12,50,174
4330,925,5,2025-01-01,252,3,13,56
4331,784,24,2024-09-01,24,3,57,209
4332,714,33,2024-02-01,62,21,49,286
4333,1196,26,2024-04-01,470,6,14,124
4334,118,7,2024-10-01,360,8,29,288
4335,1003,39,2024-08-01,175,20,56,263
4336,1050,37,2024-07-01,390,37,41,71
4337,28,46,2024-06-01,306,4,52,273
4338,326,48,2025-11-01,449,16,70,266
4339,95,38,2024-01-01,483,5,43,248
4340,1202,9,2025-02-01,87,13,51,65
4341,404,48,2025-10-01,109,12,79,243
4342,343,24,2025-10-01,426,14,66,52
4343,6,50,2025-04-01,455,5,56,84
4344,1021,48,2025-08-01,484,39,31,59
4345,65,6,2024-12-01,475,9,44,61
4346,132,27,2025-01-01,137,46,68,153
4347,854,37,2024-09-01,401,25,67,195
4348,763,47,2025-09-01,58,19,58,174
4349,158,31,2025-01-01,327,3,48,181
4350,478,10,2024-04-01,89,47,40,151
4351,1200,43,2025-09-01,350,16,76,244
4352,604,34,2025-10-01,15,22,78,126
4353,787,11,2025-06-01,89,8,54,78
4354,1008,6,2024-05-01,60,48,47,211
4355,1069,35,2025-11-01,258,30,17,288
4356,356,17,2024-10-01,322,47,14,106
4357,188,15,2024-03-01,430,28,77,114
4358,229,37,2025-08-01,30,40,72,170
4359,757,22,2024-10-01,177,14,74,244
4360,70,18,2025-10-01,179,37,47,246
4361,118,40,2024-01-01,387,14,78,140
4362,731,11,2024-01-01,63,17,25,221
4363,397,18,2025-08-01,41,42,41,236
4364,172,14,2024-06-01,190,45,74,243
4365,574,15,2025-12-01,403,30,59,294
4366,293,44,2025-02-01,304,38,74,272
4367,338,13,2025-09-01,406,24,33,258
4368,176,13,2025-01-01,438,31,61,264
4369,502,31,2024-05-01,402,48,25,132
4370,217,5,2025-10-01,270,13,23,108
4371,805,8,2025-05-01,492,24,50,293
4372,410,37,2024-09-01,288,45,13,148
4373,1031,23,2024-11-01,227,37,19,70
4374,1196,42,2025-11-01,162,3,37,134
4375,393,21,2024-02-01,145,10,53,281
4376,628,8,2025-01-01,308,38,30,154
4377,1088,20,2024-07-01,459,30,52,183
4378,514,32,2024-02-01,249,7,58,212
4379,706,4,2025-04-01,242,30,30,266
4380,1205,16,2025-01-01,340,45,74,287
4381,1015,8,2024-08-01,430,49,39,154
4382,814,20,2025-08-01,155,14,46,224
4383,727,6,2025-01-01,101,46,15,236
4384,1152,24,2025-10-01,452,13,66,263
4385,853,24,2025-10-01,195,36,48,122
4386,479,28,2024-11-01,477,3,50,65
4387,247,27,2025-11-01,382,35,61,227
4388,819,7,2025-12-01,97,27,75,157
4389,489,8,2024-08-01,280,42,79,90
4390,787,12,2025-05-01,97,33,26,236
4391,711,14,2025-03-01,364,11,13,299
4392,606,9,2025-08-01,222,11,34,244
4393,825,45,2025-10-01,44,19,14,112
4394,1105,39,2025-03-01,101,39,33,289
4395,309,44,2025-02-01,341,36,34,117
4396,674,41,2024-02-01,318,22,68,64
4397,526,16,2024-06-01,409,2,35,222
4398,725,5,2025-01-01,169,33,55,157
4399,1126,13,2024-05-01,313,34,55,279
4400,893,4,2025-11-01,245,21,76,258
4401,1185,23,2024-05-01,229,37,71,232
4402,1191,6,2024-09-01,360,43,22,199
4403,559,11,2025-08-01,60,33,75,264
4404,1010,18,2024-03-01,247,19,72,58
4405,753,10,2025-06-01,450,0,74,99
4406,426,42,2024-02-01,0,49,36,159
4407,310,40,2024-03-01,324,49,39,188
4408,301,20,2024-10-01,356,17,44,96
4409,314,29,2025-08-01,14,34,70,98
4410,604,35,2025-06-01,435,35,72,266
4411,729,8,2025-06-01,437,10,10,293
4412,967,1,2025-10-01,14,6,76,231
4413,43,49,2025-01-01,190,47,26,253
4414,230,25,2025-01-01,317,3,30,111
4415,980,40,2025-09-01,240,21,49,266
4416,852,35,2025-02-01,190,49,32,69
4417,409,17,2025-03-01,43,14,57,216
4418,335,38,2025-11-01,234,20,79,56
4419,659,34,2024-11-01,307,47,24,275
4420,7,46,2025-02-01,274,10,38,210
4421,1065,49,2024-05-01,257,5,62,85
4422,69,34,2025-01-01,94,0,34,115
4423,100,36,2025-07-01,186,30,61,128
4424,1016,21,2025-10-01,354,5,10,195
4425,475,28,2025-05-01,458,40,41,190
4426,948,41,2024-07-01,482,12,24,66
4427,1048,46,2025-09-01,192,38,51,144
4428,889,24,2024-12-01,321,42,30,76
4429,284,28,2025-12-01,455,4,27,153
4430,612,43,2024-02-01,292,26,70,229
4431,912,21,2025-08-01,175,18,62,174
4432,217,19,2025-04-01,364,32,21,270
4433,1166,15,2025-02-01,363,38,61,50
4434,1125,21,2024-10-01,180,25,53,282
4435,492,28,2025-10-01,207,50,49,127
4436,847,50,2024-05-01,194,33,74,159
4437,1188,6,2025-04-01,63,33,15,148
4438,138,24,2025-10-01,161,22,45,184
4439,238,42,2024-01-01,60,27,33,253
4440,1116,26,2024-11-01,314,11,41,274
4441,142,34,2024-06-01,8,38,51,215
4442,698,34,2024-04-01,225,8,19,65
4443,861,25,2025-09-01,254,41,63,176
4444,83,16,2024-01-01,193,39,10,277
4445,437,10,2025-03-01,428,36,41,297
4446,5,11,2024-06-01,458,20,30,245
4447,3,27,2024-10-01,147,29,14,285
4448,883,1,2025-06-01,40,28,62,108
4449,142,28,2024-03-01,474,20,48,214
4450,699,1,2024-02-01,55,2,40,184
4451,634,37,2025-07-01,182,16,53,124
4452,731,8,2025-12-01,259,44,69,259
4453,519,24,2024-04-01,230,39,72,287
4454,400,49,2024-08-01,99,1,13,71
4455,768,29,2025-01-01,316,19,50,57
4456,1053,23,2024-02-01,93,1,70,244
4457,100,25,2024-01-01,301,7,30,240
4458,500,29,2025-02-01,57,35,72,243
4459,841,46,2025-02-01,496,4,20,202
4460,148,26,2024-08-01,119,35,54,289
4461,892,5,2024-11-01,321,16,27,181
4462,136,18,2024-11-01,243,45,32,190
4463,938,29,2024-05-01,19,33,68,231
4464,351,4,2025-02-01,282,21,29,187
4465,79,30,2024-04-01,210,34,76,115
4466,836,48,2025-05-01,68,3,68,126
4467,607,23,2024-04-01,221,34,69,288
4468,138,50,2024-09-01,118,27,68,78
4469,1147,26,2024-06-01,133,18,56,144
4470,88,44,2025-11-01,304,34,59,91
4471,107,20,2025-02-01,381,6,15,284
4472,1002,26,2024-11-01,459,13,36,275
4473,233,22,2024-05-01,394,7,43,264
4474,856,9,2025-11-01,483,47,25,200
4475,1135,38,2025-09-01,90,1,27,82
4476,1087,16,2025-12-01,320,23,73,274
4477,924,35,2024-04-01,14,30,19,228
4478,137,22,2025-07-01,152,44,59,86
4479,820,33,2024-08-01,182,23,23,173
4480,223,15,2024-08-01,492,38,28,202
4481,868,34,2025-12-01,178,27,27,278
4482,999,29,2025-04-01,210,9,39,278
4483,276,30,2024-09-01,20,38,64,278
4484,951,5,2025-05-01,472,34,42,137
4485,278,42,2025-08-01,256,33,35,60
4486,92,16,2025-11-01,110,23,49,254
4487,370,40,2024-08-01,260,5,36,144
4488,219,37,2024-06-01,131,31,35,154
4489,1032,33,2024-05-01,229,24,18,188
4490,1148,32,2025-10-01,448,38,78,67
4491,1215,29,2025-04-01,168,3,25,231
4492,572,23,2025-12-01,118,12,41,213
4493,120,29,2024-11-01,367,16,29,60
4494,231,16,2025-07-01,397,7,62,187
4495,126,46,2025-05-01,400,46,74,92
4496,692,19,2024-11-01,284,36,24,144
4497,620,36,2024-11-01,194,46,44,192
4498,742,46,2025-06-01,319,7,32,135
4499,641,1,2025-11-01,385,42,76,172
4500,432,35,2024-05-01,273,17,66,283
4501,1038,26,2025-11-01,31,44,58,245
4502,994,41,2025-04-01,262,17,47,51
4503,482,45,2024-12-01,312,40,64,166
4504,1057,12,2025-12-01,41,16,41,202
4505,17,26,2024-01-01,232,30,78,125
4506,69,26,2024-03-01,160,28,41,274
4507,1149,8,2024-08-01,497,23,13,275
4508,969,21,2024-04-01,319,30,21,175
4509,1132,24,2025-07-01,309,39,43,243
4510,878,5,2024-04-01,109,15,10,200
4511,910,15,2024-08-01,365,6,15,240
4512,472,22,2024-04-01,318,16,57,286
4513,821,10,2025-03-01,68,35,63,215
4514,878,25,2025-09-01,439,7,30,131
4515,166,40,2025-05-01,282,39,52,161
4516,225,27,2024-05-01,453,49,80,293
4517,1180,15,2024-08-01,126,6,11,216
4518,979,39,2024-09-01,244,23,56,250
4519,183,10,2025-02-01,92,20,63,90
4520,384,48,2025-04-01,352,11,67,174
4521,64,14,2025-07-01,91,34,51,84
4522,861,48,2024-11-01,258,36,48,107
4523,313,35,2025-01-01,131,13,57,67
4524,933,1,2024-08-01,482,38,79,210
4525,989,8,2025-02-01,332,43,57,251
4526,890,49,2024-10-01,303,17,27,172
4527,1159,37,2024-01-01,90,14,55,226
4528,859,33,2025-11-01,64,47,29,149
4529,924,12,2024-08-01,152,38,38,164
4530,1209,18,2025-07-01,268,29,40,56
4531,990,27,2024-02-01,226,18,58,226
4532,1189,20,2025-11-01,155,11,66,246
4533,932,15,2024-03-01,164,45,20,69
4534,686,32,2024-06-01,343,46,29,57
4535,965,19,2025-08-01,375,24,23,127
4536,751,29,2024-02-01,64,13,25,89
4537,957,21,2024-01-01,220,27,79,98
4538,1048,46,2024-07-01,315,26,22,223
4539,681,47,2025-10-01,106,46,25,204
4540,948,16,2025-08-01,272,34,35,200
4541,144,12,2024-11-01,59,9,47,71
4542,510,28,2025-01-01,329,38,58,165
4543,704,33,2024-07-01,37,37,64,296
4544,807,9,2024-02-01,18,12,35,273
4545,67,33,2024-06-01,236,33,60,165
4546,376,19,2024-06-01,486,34,19,180
4547,607,37,2024-11-01,481,42,50,104
4548,969,49,2024-11-01,160,26,45,259
4549,964,15,2024-01-01,147,28,34,225
4550,1172,22,2025-11-01,96,42,32,132
4551,1063,39,2025-09-01,220,8,41,121
4552,466,28,2024-11-01,414,31,29,119
4553,596,36,2024-10-01,134,25,79,77
4554,24,18,2025-04-01,191,12,57,82
4555,1214,30,2024-12-01,113,39,20,179
4556,1052,1,2025-04-01,116,2,48,278
4557,125,43,2025-08-01,449,30,51,137
4558,759,1,2024-01-01,462,26,41,126
4559,170,17,2024-06-01,328,48,34,210
4560,614,37,2024-07-01,193,34,50,226
4561,210,34,2024-09-01,43,24,30,149
4562,131,7,2025-05-01,98,8,50,57
4563,69,36,2024-11-01,215,49,22,153
4564,34,30,2024-07-01,441,12,22,95
4565,595,30,2025-06-01,207,42,51,270
4566,104,13,2025-11-01,390,11,53,146
4567,91,30,2025-08-01,20,19,51,259
4568,114,5,2024-09-01,250,25,63,289
4569,90,27,2024-01-01,288,3,72,288
4570,677,39,2024-05-01,160,34,47,216
4571,76,27,2024-02-01,493,8,51,230
4572,496,7,2025-03-01,435,32,42,255
4573,571,9,2024-03-01,26,6,22,189
4574,825,31,2024-06-01,188,15,58,247
4575,817,11,2024-03-01,72,37,19,92
4576,1141,15,2025-07-01,344,2,28,252
4577,1070,40,2025-09-01,244,24,34,61
4578,1120,50,2025-01-01,172,2,45,215
4579,909,44,2025-08-01,250,30,80,270
4580,340,24,2025-07-01,311,45,34,284
4581,778,31,2024-05-01,372,26,66,158
4582,60,34,2025-10-01,312,23,39,282
4583,1080,22,2025-09-01,443,26,53,138
4584,305,34,2025-03-01,331,33,29,122
4585,447,37,2024-02-01,263,11,53,120
4586,1126,25,2024-02-01,94,34,75,53
4587,420,29,2025-11-01,190,31,18,246
4588,589,16,2025-10-01,283,24,27,72
4589,335,42,2025-02-01,100,45,40,160
4590,782,11,2024-04-01,137,49,71,160
4591,725,8,2025-10-01,255,13,79,271
4592,1136,27,2025-05-01,313,11,21,137
4593,828,44,2024-12-01,422,25,21,56
4594,965,43,2024-01-01,110,17,17,59
4595,6,17,2025-03-01,362,48,30,63
4596,883,40,2025-04-01,167,26,42,267
4597,1052,25,2024-02-01,94,49,63,214
4598,1085,9,2024-06-01,39,50,55,75
4599,39,22,2025-09-01,266,10,52,113
4600,809,34,2025-02-01,464,17,42,105
4601,868,12,2024-04-01,240,12,64,250
4602,432,23,2025-06-01,329,21,23,50
4603,145,49,2025-11-01,406,36,51,129
4604,376,37,2025-06-01,103,21,59,238
4605,850,22,2025-02-01,60,12,74,190
4606,574,30,2024-05-01,265,11,59,175
4607,48,10,2025-11-01,401,12,48,157
4608,830,10,2024-09-01,340,1,36,266
4609,588,49,2025-08-01,475,21,21,247
4610,498,7,2025-09-01,108,29,12,201
4611,80,36,2024-04-01,135,23,30,240
4612,401,5,2025-05-01,438,40,55,178
4613,684,34,2024-01-01,54,37,36,243
4614,191,10,2025-09-01,40,29,30,258
4615,95,30,2025-10-01,343,46,58,109
4616,650,48,2025-04-01,321,4,10,56
4617,1066,47,2025-06-01,164,29,26,226
4618,1072,40,2024-02-01,482,46,57,225
4619,1094,46,2025-09-01,34,32,12,191
4620,180,8,2024-08-01,139,34,62,74
4621,814,19,2024-02-01,219,15,77,155
4622,174,37,2024-05-01,68,8,59,285
4623,150,44,2025-03-01,67,32,38,255
4624,1040,5,2024-01-01,198,26,24,107
4625,564,14,2024-05-01,462,27,53,137
4626,152,16,2025-04-01,194,1,20,265
4627,1217,12,2025-12-01,408,30,66,208
4628,34,30,2024-09-01,225,24,61,79
4629,531,26,2025-06-01,416,13,10,66
4630,1132,27,2024-03-01,134,40,53,264
4631,1095,39,2024-02-01,317,31,61,185
4632,650,31,2024-03-01,199,24,25,298
4633,185,39,2024-05-01,1,16,13,68
4634,1006,17,2025-04-01,158,11,45,281
4635,1189,35,2025-11-01,280,30,51,299
4636,281,47,2024-09-01,139,32,64,113
4637,1081,46,2024-09-01,484,45,26,220
4638,467,29,2025-05-01,369,2,69,159
4639,449,29,2025-01-01,146,31,27,55
4640,32,21,2025-04-01,46,33,24,293
4641,590,9,2025-02-01,182,31,22,212
4642,370,40,2024-02-01,454,26,13,51
4643,209,9,2025-12-01,112,4,72,144
4644,916,37,2024-01-01,231,48,12,138
4645,40,32,2025-12-01,47,20,49,116
4646,1098,30,2024-04-01,304,26,22,148
4647,164,41,2025-03-01,215,13,34,95
4648,1092,16,2025-12-01,123,19,64,268
4649,510,49,2024-04-01,378,4,74,153
4650,411,16,2025-01-01,239,14,57,107
4651,267,40,2024-11-01,227,11,59,246
4652,134,30,2025-07-01,52,38,21,263
4653,148,20,2024-06-01,43,0,50,91
4654,692,48,2024-04-01,138,18,64,219
4655,1130,24,2025-11-01,167,8,33,89
4656,172,13,2024-02-01,111,41,22,290
4657,112,6,2025-07-01,457,43,45,128
4658,133,42,2025-01-01,446,16,23,250
4659,17,10,2025-01-01,202,32,54,115
4660,199,17,2025-09-01,56,47,49,74
4661,928,35,2025-07-01,208,22,67,156
4662,190,22,2025-06-01,328,11,32,55
4663,457,1,2025-04-01,250,37,64,241
4664,738,1,2025-10-01,41,8,62,53
4665,296,1,2025-12-01,318,0,24,271
4666,1198,42,2024-07-01,101,20,13,130
4667,540,44,2024-11-01,249,12,55,179
4668,662,11,2025-01-01,120,24,45,103
4669,514,27,2025-12-01,334,49,32,218
4670,897,20,2024-09-01,18,9,77,234
4671,265,7,2024-05-01,393,3,41,251
4672,472,1,2024-11-01,389,6,63,251
4673,392,39,2024-02-01,468,1,30,202
4674,559,5,2024-08-01,271,28,26,83
4675,652,7,2024-01-01,368,8,45,204
4676,288,33,2024-02-01,209,12,31,85
4677,127,42,2024-03-01,57,25,53,235
4678,1211,41,2024-09-01,177,33,63,289
4679,662,46,2024-04-01,313,24,62,130
4680,1021,50,2024-02-01,448,43,14,249
4681,705,27,2024-01-01,132,44,26,105
4682,137,1,2025-12-01,73,29,43,258
4683,261,50,2024-02-01,250,41,55,283
4684,735,37,2025-09-01,79,20,22,177
4685,732,19,2024-03-01,337,17,55,296
4686,796,6,2025-06-01,43,33,30,84
4687,1004,39,2024-09-01,450,37,66,261
4688,296,34,2024-01-01,233,43,36,297
4689,171,29,2024-05-01,426,34,14,103
4690,814,11,2025-10-01,217,6,72,170
4691,422,14,2025-03-01,419,49,49,126
4692,650,36,2025-05-01,143,33,65,74
4693,841,5,2024-10-01,263,39,10,225
4694,149,14,2025-11-01,178,11,38,294
4695,483,11,2024-10-01,63,48,71,163
