product_id,sku,product_name,brand,category_id,unit_price,unit_cost,weight_kg,is_active,launch_date
270,SKU-00270,Levi's Men Polo 83BC,Levi's,6,1459.87,934.71,14.8,True,2025-11-16
271,SKU-00271,Levi's Men Polo 65DZ,Levi's,6,992.24,433.72,4.57,True,2023-07-08
272,SKU-00272,Nike Men Polo 15BU,Nike,6,1429.69,718.6,1.91,True,2024-10-05
273,SKU-00273,Nike Men Polo 52RE,Nike,6,429.94,214.2,5.48,True,2021-10-08
274,SKU-00274,Gap Men Polo 11BG,Gap,6,1447.57,746.21,9.22,True,2025-02-27
275,SKU-00275,Adidas Men Polo 52JD,Adidas,6,719.7,406.69,7.23,True,2024-05-14
276,SKU-00276,Gap Men Polo 88VQ,Gap,6,1482.89,551.82,14.59,True,2022-01-17
277,SKU-00277,Gap Men Polo 56UD,Gap,6,841.17,424.97,2.01,True,2026-04-12
278,SKU-00278,Zara Men Polo 94WG,Zara,6,1153.43,466.67,14.5,True,2024-04-28
279,SKU-00279,Levi's Men Polo 32QE,Levi's,6,1497.35,756.81,4.63,True,2022-07-22
280,SKU-00280,Nike Men Polo 15JX,Nike,6,626.11,395.87,13.43,True,2022-01-03
281,SKU-00281,Adidas Men Polo 49OZ,Adidas,6,357.36,227.6,4.19,True,2023-07-31
282,SKU-00282,Zara Men Polo 89NR,Zara,6,962.59,482.04,2.61,True,2024-08-25
283,SKU-00283,Nike Men Polo 09QS,Nike,6,312.31,167.82,13.54,True,2022-10-09
284,SKU-00284,Zara Men Shorts 24SW,Zara,6,78.94,48.09,1.31,True,2022-12-24
285,SKU-00285,Zara Men Shorts 55AL,Zara,6,480.06,198.38,8.62,True,2025-10-14
286,SKU-00286,Levi's Men Shorts 96EJ,Levi's,6,898.98,483.79,4.42,True,2025-02-20
287,SKU-00287,Gap Men Shorts 01VH,Gap,6,444.56,263.27,6.15,True,2022-07-06
288,SKU-00288,Levi's Men Shorts 67VK,Levi's,6,288.75,137.07,7.02,True,2023-04-15
289,SKU-00289,Nike Men Shorts 59MF,Nike,6,566.09,320.13,11.04,True,2025-11-07
290,SKU-00290,Gap Men Shorts 22WN,Gap,6,239.73,110.55,8.47,True,2021-09-06
291,SKU-00291,Gap Men Shorts 14CQ,Gap,6,224.93,109.06,2.2,False,2023-07-22
292,SKU-00292,Gap Men Shorts 97AR,Gap,6,1556.17,739.87,14.44,True,2022-07-06
293,SKU-00293,Adidas Men Shorts 81WB,Adidas,6,1681.08,952.06,2.93,True,2021-12-27
294,SKU-00294,Zara Men Shorts 97HQ,Zara,6,842.93,517.33,7.51,True,2022-12-23
295,SKU-00295,Gap Men Shorts 36MD,Gap,6,912.27,583.86,3.31,True,2021-06-22
296,SKU-00296,Zara Women Dress 43XI,Zara,7,510.03,269.94,12.66,True,2025-04-04
297,SKU-00297,Nike Women Dress 45HA,Nike,7,968.36,585.04,6.52,True,2023-12-03
298,SKU-00298,Nike Women Dress 62IY,Nike,7,1376.12,632.71,6.07,True,2024-02-06
299,SKU-00299,H&M Women Dress 38JQ,H&M,7,655.73,286.28,5.86,True,2025-06-19
300,SKU-00300,Forever21 Women Dress 16VC,Forever21,7,507.1,327.96,10.24,True,2023-08-13
301,SKU-00301,Zara Women Dress 71UK,Zara,7,712.06,419.03,5.15,True,2023-08-01
302,SKU-00302,H&M Women Dress 66SH,H&M,7,362.31,182.15,7.55,False,2023-06-17
303,SKU-00303,H&M Women Dress 52ZN,H&M,7,1285.9,760.21,7.84,True,2023-09-26
304,SKU-00304,Forever21 Women Dress 51BG,Forever21,7,255.91,161.07,4.85,True,2022-08-26
305,SKU-00305,Forever21 Women Dress 96HF,Forever21,7,1332.08,585.81,5.11,True,2023-06-01
306,SKU-00306,Forever21 Women Dress 45OV,Forever21,7,884.27,458.83,7.18,False,2025-05-01
307,SKU-00307,Nike Women Dress 18OH,Nike,7,1214.48,782.09,8.8,True,2024-02-02
308,SKU-00308,Zara Women Dress 35WU,Zara,7,1076.45,462.51,9.87,True,2026-03-24
309,SKU-00309,Forever21 Women Dress 23GJ,Forever21,7,1041.85,590.12,8.79,True,2022-09-18
310,SKU-00310,Forever21 Women Dress 29JW,Forever21,7,1395.42,647.55,12.34,True,2025-03-25
311,SKU-00311,Forever21 Women Dress 12XO,Forever21,7,1707.03,653.74,0.38,True,2023-11-27
312,SKU-00312,H&M Women Dress 99CR,H&M,7,746.26,306.84,7.58,True,2026-01-21
313,SKU-00313,Levi's Women Dress 99UO,Levi's,7,1571.71,897.06,1.03,True,2023-01-06
314,SKU-00314,H&M Women Dress 71EC,H&M,7,1011.79,657.09,7.23,True,2024-08-04
315,SKU-00315,H&M Women Dress 49DW,H&M,7,830.1,423.3,8.24,True,2023-12-21
316,SKU-00316,Nike Women Dress 47CC,Nike,7,1100.09,448.48,3.77,True,2021-09-19
317,SKU-00317,H&M Women Dress 41PF,H&M,7,1694.97,1092.71,11.59,True,2024-07-05
318,SKU-00318,Levi's Women Dress 86DL,Levi's,7,574.09,261.0,14.01,True,2024-03-16
319,SKU-00319,Nike Women Dress 07ZK,Nike,7,521.58,272.29,8.19,True,2024-09-10
320,SKU-00320,Levi's Women Dress 59EG,Levi's,7,1473.99,938.02,12.09,True,2022-03-10
321,SKU-00321,Nike Women Blouse 07GZ,Nike,7,1719.79,642.7,13.87,True,2025-12-06
322,SKU-00322,Levi's Women Blouse 51GP,Levi's,7,389.11,232.84,4.14,True,2022-04-19
323,SKU-00323,Nike Women Blouse 37CH,Nike,7,251.4,134.42,8.84,True,2024-01-19
324,SKU-00324,Forever21 Women Blouse 25XS,Forever21,7,410.08,172.17,1.59,True,2023-05-16
325,SKU-00325,Levi's Women Blouse 59DY,Levi's,7,185.48,107.81,0.18,True,2024-08-03
326,SKU-00326,H&M Women Blouse 51VG,H&M,7,735.4,463.68,13.19,True,2024-03-23
327,SKU-00327,H&M Women Blouse 64QU,H&M,7,1361.86,594.01,4.35,False,2025-09-10
328,SKU-00328,Zara Women Blouse 92VF,Zara,7,1175.88,493.48,11.11,True,2024-05-07
329,SKU-00329,Zara Women Blouse 25TP,Zara,7,1644.25,661.84,13.25,True,2024-12-05
330,SKU-00330,Zara Women Blouse 62MT,Zara,7,1794.92,841.99,7.48,True,2026-02-15
331,SKU-00331,Nike Women Blouse 48YP,Nike,7,1578.75,556.95,8.56,True,2025-05-24
332,SKU-00332,Nike Women Blouse 28FP,Nike,7,515.79,333.58,8.2,True,2024-10-14
333,SKU-00333,H&M Women Blouse 85BX,H&M,7,1532.65,751.62,2.97,True,2022-12-24
334,SKU-00334,H&M Women Blouse 35XF,H&M,7,1317.36,717.28,10.81,False,2022-05-24
335,SKU-00335,Nike Women Blouse 22ES,Nike,7,1424.43,741.18,11.38,True,2025-08-28
336,SKU-00336,Levi's Women Blouse 18XI,Levi's,7,1489.45,751.55,1.39,True,2025-08-11
337,SKU-00337,H&M Women Blouse 80QV,H&M,7,1767.12,871.61,14.04,False,2025-10-26
338,SKU-00338,Levi's Women Blouse 92MY,Levi's,7,427.76,246.44,14.32,True,2022-03-16
339,SKU-00339,Forever21 Women Blouse 29ZK,Forever21,7,25.53,13.94,10.42,False,2025-01-15
340,SKU-00340,Zara Women Blouse 06XR,Zara,7,840.38,334.4,10.32,True,2025-01-12
341,SKU-00341,Nike Women Jeans 79SW,Nike,7,1244.07,673.8,14.12,True,2025-03-06
342,SKU-00342,H&M Women Jeans 73IP,H&M,7,398.34,155.38,2.38,True,2022-12-25
343,SKU-00343,Forever21 Women Jeans 73XR,Forever21,7,675.66,378.76,13.7,True,2026-03-04
344,SKU-00344,H&M Women Jeans 77XS,H&M,7,1372.54,760.53,8.98,True,2025-04-29
345,SKU-00345,Forever21 Women Jeans 88AK,Forever21,7,806.91,452.78,1.26,True,2025-07-09
346,SKU-00346,Zara Women Jeans 92QD,Zara,7,1492.65,926.74,3.11,True,2024-08-22
347,SKU-00347,H&M Women Jeans 58GT,H&M,7,593.97,300.61,1.83,True,2025-08-31
348,SKU-00348,Forever21 Women Jeans 14FW,Forever21,7,882.45,546.82,6.74,False,2022-03-27
349,SKU-00349,H&M Women Jeans 78JB,H&M,7,926.28,451.13,0.96,True,2021-11-22
350,SKU-00350,Nike Women Jeans 37WB,Nike,7,1303.29,610.96,12.27,True,2023-07-06
351,SKU-00351,Forever21 Women Jeans 68XP,Forever21,7,136.09,64.93,10.54,True,2023-05-14
352,SKU-00352,Zara Women Jeans 15OB,Zara,7,1682.58,623.74,14.01,False,2023-01-11
353,SKU-00353,Levi's Women Jeans 15YJ,Levi's,7,328.07,128.15,9.66,True,2022-02-14
354,SKU-00354,Levi's Women Jeans 47SI,Levi's,7,677.16,418.08,6.78,True,2025-03-25
355,SKU-00355,Levi's Women Jeans 77NA,Levi's,7,679.28,376.88,9.96,True,2025-12-19
356,SKU-00356,Nike Women Jeans 04NJ,Nike,7,217.95,141.2,5.96,True,2024-03-06
357,SKU-00357,H&M Women Jeans 98BH,H&M,7,1503.5,867.3,14.68,True,2025-04-26
358,SKU-00358,Forever21 Women Jeans 34HD,Forever21,7,766.31,355.4,3.52,True,2022-08-17
359,SKU-00359,H&M Women Jacket 97EH,H&M,7,499.79,315.48,10.9,True,2025-08-14
360,SKU-00360,Levi's Women Jacket 79IB,Levi's,7,1108.79,699.5,13.35,True,2024-08-05
361,SKU-00361,Zara Women Jacket 93TJ,Zara,7,186.11,67.01,9.01,True,2022-11-22
362,SKU-00362,Zara Women Jacket 09WP,Zara,7,444.3,161.4,6.64,True,2024-04-15
363,SKU-00363,Zara Women Jacket 21HX,Zara,7,256.54,166.25,3.59,True,2021-10-09
364,SKU-00364,Forever21 Women Jacket 88GY,Forever21,7,577.43,305.68,10.12,True,2026-05-18
365,SKU-00365,Nike Women Jacket 80YE,Nike,7,1577.88,1018.85,7.87,True,2021-08-26
366,SKU-00366,Nike Women Jacket 65QV,Nike,7,114.42,72.61,13.21,True,2021-07-07
367,SKU-00367,Levi's Women Jacket 15PU,Levi's,7,1002.75,365.07,5.23,True,2024-09-20
368,SKU-00368,Levi's Women Jacket 19VW,Levi's,7,1415.52,630.78,6.3,True,2023-02-05
369,SKU-00369,Levi's Women Jacket 05IV,Levi's,7,335.06,171.34,3.69,True,2025-07-03
370,SKU-00370,H&M Women Jacket 27SE,H&M,7,1451.37,906.27,8.48,True,2024-08-05
371,SKU-00371,Forever21 Women Jacket 21TX,Forever21,7,956.34,446.16,3.9,True,2026-02-25
372,SKU-00372,Zara Women Jacket 04MC,Zara,7,1660.4,1003.11,1.48,True,2025-05-23
373,SKU-00373,H&M Women Jacket 05TG,H&M,7,97.51,45.16,9.11,False,2023-06-05
374,SKU-00374,Zara Women Skirt 87QC,Zara,7,342.75,198.28,10.89,True,2025-03-15
375,SKU-00375,Levi's Women Skirt 34WX,Levi's,7,379.96,236.38,4.62,True,2021-09-03
376,SKU-00376,H&M Women Skirt 54HZ,H&M,7,1687.2,1077.49,1.85,True,2023-04-11
377,SKU-00377,Levi's Women Skirt 67YV,Levi's,7,1646.42,919.83,10.59,True,2026-04-21
378,SKU-00378,H&M Women Skirt 77XZ,H&M,7,995.98,580.31,5.77,True,2024-01-12
379,SKU-00379,Nike Women Skirt 16FB,Nike,7,558.62,255.79,13.25,True,2024-06-12
380,SKU-00380,Levi's Women Skirt 28SU,Levi's,7,1372.12,612.06,3.13,True,2021-12-12
381,SKU-00381,Zara Women Skirt 54TC,Zara,7,1014.73,422.52,2.27,True,2024-06-12
382,SKU-00382,Forever21 Women Skirt 62SC,Forever21,7,1044.56,496.45,2.37,True,2023-03-12
383,SKU-00383,Levi's Women Skirt 05NB,Levi's,7,1027.77,435.49,8.3,True,2022-10-22
384,SKU-00384,Nike Women Skirt 01QO,Nike,7,466.9,278.5,14.5,True,2023-06-20
385,SKU-00385,Levi's Women Skirt 82BJ,Levi's,7,832.19,474.21,5.35,True,2025-09-05
386,SKU-00386,Gap Kids Kids T-Shirt 70IE,Gap Kids,8,881.53,551.02,8.18,True,2022-08-13
387,SKU-00387,Carter's Kids T-Shirt 55YK,Carter's,8,945.48,568.91,1.21,True,2021-08-06
388,SKU-00388,Carter's Kids T-Shirt 27XX,Carter's,8,1376.99,652.3,12.65,True,2023-08-28
389,SKU-00389,OshKosh Kids T-Shirt 19IH,OshKosh,8,21.41,10.74,5.66,True,2023-04-09
390,SKU-00390,Gap Kids Kids T-Shirt 54PH,Gap Kids,8,1643.39,900.22,0.33,True,2021-07-25
391,SKU-00391,Adidas Kids T-Shirt 27HY,Adidas,8,26.27,13.37,4.19,True,2026-01-02
392,SKU-00392,Carter's Kids T-Shirt 14XQ,Carter's,8,906.48,507.05,6.52,True,2024-12-15
393,SKU-00393,OshKosh Kids T-Shirt 39SS,OshKosh,8,197.09,74.68,2.32,True,2026-01-07
394,SKU-00394,Gap Kids Kids T-Shirt 73HI,Gap Kids,8,458.09,209.04,11.94,False,2025-09-13
395,SKU-00395,Adidas Kids T-Shirt 72TC,Adidas,8,828.9,350.59,10.49,True,2026-06-03
396,SKU-00396,Carter's Kids T-Shirt 55TE,Carter's,8,1178.46,715.87,11.42,True,2024-03-08
397,SKU-00397,Adidas Kids T-Shirt 44KT,Adidas,8,682.02,336.1,9.59,True,2024-12-25
398,SKU-00398,Carter's Kids T-Shirt 25GO,Carter's,8,902.25,433.24,11.79,True,2022-01-15
399,SKU-00399,Carter's Kids T-Shirt 32PY,Carter's,8,1611.15,1008.17,3.52,True,2023-11-27
400,SKU-00400,Gap Kids Kids T-Shirt 58KX,Gap Kids,8,858.52,312.47,1.21,True,2023-10-09
401,SKU-00401,Gap Kids Kids T-Shirt 82NF,Gap Kids,8,1016.5,365.81,13.94,True,2021-10-06
402,SKU-00402,OshKosh Kids T-Shirt 67HA,OshKosh,8,1058.73,609.49,10.72,True,2025-04-13
403,SKU-00403,Carter's Kids T-Shirt 91IU,Carter's,8,542.2,281.5,8.54,True,2024-08-24
404,SKU-00404,Gap Kids Kids T-Shirt 77RH,Gap Kids,8,600.46,346.27,2.19,True,2023-02-27
405,SKU-00405,Carter's Kids T-Shirt 89LX,Carter's,8,903.92,580.59,0.9,True,2026-04-08
406,SKU-00406,Carter's Kids T-Shirt 68DH,Carter's,8,616.36,357.92,14.33,True,2024-01-10
407,SKU-00407,Nike Kids T-Shirt 42KU,Nike,8,58.18,25.13,14.89,True,2026-02-09
408,SKU-00408,Nike Kids T-Shirt 35HS,Nike,8,997.7,461.56,2.87,True,2025-08-31
409,SKU-00409,Adidas Kids T-Shirt 43OJ,Adidas,8,158.82,85.06,11.99,True,2022-10-22
410,SKU-00410,Carter's Kids T-Shirt 49IF,Carter's,8,486.01,225.51,11.78,True,2023-12-13
411,SKU-00411,Adidas Kids T-Shirt 29LJ,Adidas,8,573.44,219.03,0.18,True,2022-04-16
412,SKU-00412,Nike Kids T-Shirt 99VK,Nike,8,1371.62,522.13,1.4,True,2021-08-22
413,SKU-00413,Gap Kids Kids T-Shirt 01CP,Gap Kids,8,1000.76,472.77,0.49,True,2025-04-16
414,SKU-00414,Carter's Kids Pants 43XK,Carter's,8,1076.48,630.1,12.97,False,2023-07-09
415,SKU-00415,Adidas Kids Pants 07OI,Adidas,8,701.1,263.2,13.53,True,2022-11-19
416,SKU-00416,OshKosh Kids Pants 47PZ,OshKosh,8,1031.67,413.57,5.77,True,2025-06-22
417,SKU-00417,Nike Kids Pants 64DE,Nike,8,486.79,191.69,2.59,True,2024-11-17
418,SKU-00418,Nike Kids Pants 27AE,Nike,8,874.2,326.14,3.85,True,2023-10-04
419,SKU-00419,Adidas Kids Pants 59JU,Adidas,8,1070.88,437.63,1.69,True,2025-09-28
420,SKU-00420,Adidas Kids Pants 55ZI,Adidas,8,601.33,322.35,12.08,True,2025-03-28
421,SKU-00421,Nike Kids Pants 88GU,Nike,8,777.96,464.49,9.8,True,2022-08-23
422,SKU-00422,Nike Kids Pants 14CP,Nike,8,580.59,368.2,3.09,True,2022-02-20
423,SKU-00423,Adidas Kids Pants 04YN,Adidas,8,1743.86,762.82,10.45,True,2023-07-11
424,SKU-00424,Gap Kids Kids Pants 25KU,Gap Kids,8,1408.64,630.74,4.28,True,2022-12-31
425,SKU-00425,Nike Kids Pants 27GD,Nike,8,209.43,108.73,8.92,True,2023-12-06
426,SKU-00426,Gap Kids Kids Pants 47BF,Gap Kids,8,53.31,30.29,14.15,True,2026-02-28
427,SKU-00427,Nike Kids Pants 87PN,Nike,8,1497.15,555.06,12.73,True,2024-05-08
428,SKU-00428,Adidas Kids Pants 00SF,Adidas,8,254.83,112.34,3.86,True,2024-06-03
429,SKU-00429,Adidas Kids Pants 74IA,Adidas,8,1421.39,529.03,14.86,True,2025-09-02
430,SKU-00430,Adidas Kids Pants 62QU,Adidas,8,964.19,604.59,13.06,True,2023-04-07
431,SKU-00431,Carter's Kids Pants 65CZ,Carter's,8,1424.34,652.15,13.44,True,2021-09-09
432,SKU-00432,Carter's Kids Pants 83XJ,Carter's,8,201.32,85.45,10.0,True,2022-11-17
433,SKU-00433,Gap Kids Kids Pants 68CW,Gap Kids,8,84.51,54.52,10.19,True,2024-03-08
434,SKU-00434,Nike Kids Dress 99HI,Nike,8,1738.46,832.96,0.26,True,2026-04-24
435,SKU-00435,Gap Kids Kids Dress 65YV,Gap Kids,8,1345.6,696.21,10.35,True,2024-03-23
436,SKU-00436,Nike Kids Dress 52MM,Nike,8,707.09,411.32,8.87,True,2023-12-25
437,SKU-00437,Nike Kids Dress 80CC,Nike,8,1795.88,888.66,4.5,True,2022-02-13
438,SKU-00438,Carter's Kids Dress 57HD,Carter's,8,213.34,134.87,2.21,True,2022-03-07
439,SKU-00439,Adidas Kids Dress 82UN,Adidas,8,1412.76,715.33,5.29,True,2023-01-10
440,SKU-00440,Adidas Kids Dress 69VT,Adidas,8,577.44,254.12,12.17,True,2024-05-27
441,SKU-00441,Nike Kids Dress 88IF,Nike,8,1168.11,646.13,2.55,True,2024-12-23
442,SKU-00442,OshKosh Kids Dress 47BX,OshKosh,8,931.21,480.11,5.03,True,2023-02-03
443,SKU-00443,Adidas Kids Dress 16LT,Adidas,8,421.18,198.59,2.85,True,2025-06-02
444,SKU-00444,Adidas Kids Dress 09EQ,Adidas,8,715.07,408.46,13.26,True,2026-04-09
445,SKU-00445,Adidas Kids Dress 99OU,Adidas,8,702.96,394.66,3.17,True,2021-09-09
446,SKU-00446,Carter's Kids Dress 72HO,Carter's,8,1041.34,614.24,8.1,True,2025-01-15
447,SKU-00447,OshKosh Kids Dress 62RP,OshKosh,8,826.3,354.24,12.95,True,2021-08-04
448,SKU-00448,Nike Kids Dress 13BC,Nike,8,1076.56,574.23,8.85,True,2023-01-02
449,SKU-00449,Adidas Kids Shoes 26SN,Adidas,8,1113.17,661.36,10.62,True,2023-06-27
450,SKU-00450,Gap Kids Kids Shoes 97VU,Gap Kids,8,1064.35,587.13,4.77,True,2021-09-29
451,SKU-00451,Carter's Kids Shoes 28NJ,Carter's,8,333.56,186.14,7.71,True,2023-01-22
452,SKU-00452,OshKosh Kids Shoes 78YU,OshKosh,8,1036.78,494.45,7.35,True,2026-03-21
453,SKU-00453,OshKosh Kids Shoes 78VI,OshKosh,8,1001.07,497.42,2.19,True,2023-03-17
454,SKU-00454,Adidas Kids Shoes 49EM,Adidas,8,1116.84,680.89,14.28,True,2026-03-23
455,SKU-00455,OshKosh Kids Shoes 48TO,OshKosh,8,1468.31,938.47,7.63,True,2026-02-22
456,SKU-00456,Adidas Kids Shoes 44TN,Adidas,8,751.06,452.11,7.38,True,2024-11-20
457,SKU-00457,Carter's Kids Shoes 75EW,Carter's,8,1433.61,596.61,0.59,True,2024-03-28
458,SKU-00458,Nike Kids Shoes 44HK,Nike,8,306.94,149.54,11.16,True,2024-10-26
459,SKU-00459,Gap Kids Kids Shoes 66WX,Gap Kids,8,921.9,481.06,4.09,True,2025-06-17
460,SKU-00460,Nike Kids Shoes 40ST,Nike,8,977.97,564.32,11.42,True,2021-10-30
461,SKU-00461,OshKosh Kids Shoes 74VE,OshKosh,8,1781.65,678.32,12.47,True,2022-07-03
462,SKU-00462,Nike Kids Shoes 84JS,Nike,8,1575.28,566.58,4.02,True,2022-10-17
463,SKU-00463,Carter's Kids Shoes 19VL,Carter's,8,793.13,514.1,11.66,True,2022-08-19
464,SKU-00464,Gap Kids Kids Shoes 08OO,Gap Kids,8,1241.99,755.52,9.19,True,2022-08-07
465,SKU-00465,Gap Kids Kids Shoes 16VT,Gap Kids,8,254.93,105.03,3.18,False,2023-10-19
466,SKU-00466,Nike Kids Shoes 20JK,Nike,8,960.44,508.13,2.61,True,2023-06-21
467,SKU-00467,Nike Kids Shoes 77PM,Nike,8,524.35,225.58,12.88,True,2025-03-20
468,SKU-00468,Carter's Kids Shoes 45SP,Carter's,8,248.38,142.83,6.23,False,2021-09-24
469,SKU-00469,Nike Kids Shoes 19OI,Nike,8,1561.35,605.91,13.0,True,2025-02-16
470,SKU-00470,Nike Kids Shoes 02AL,Nike,8,1492.12,863.1,10.18,True,2026-02-08
471,SKU-00471,Gap Kids Kids Jacket 06YF,Gap Kids,8,1140.16,613.8,5.69,False,2022-05-14
472,SKU-00472,Carter's Kids Jacket 40AT,Carter's,8,728.12,418.63,10.45,True,2024-04-10
473,SKU-00473,Adidas Kids Jacket 15SD,Adidas,8,1710.71,766.72,0.14,True,2026-05-20
474,SKU-00474,Carter's Kids Jacket 88FI,Carter's,8,1317.02,642.09,10.0,True,2025-09-09
475,SKU-00475,Carter's Kids Jacket 74MZ,Carter's,8,1433.24,672.64,14.53,True,2021-12-30
476,SKU-00476,Adidas Kids Jacket 27PQ,Adidas,8,487.02,291.48,5.13,True,2025-01-10
477,SKU-00477,Gap Kids Kids Jacket 05YS,Gap Kids,8,1535.1,900.32,13.42,True,2024-04-10
478,SKU-00478,Carter's Kids Jacket 32NO,Carter's,8,183.74,107.52,6.95,True,2025-12-02
479,SKU-00479,OshKosh Kids Jacket 68UF,OshKosh,8,797.11,279.15,14.37,True,2023-06-10
480,SKU-00480,OshKosh Kids Jacket 12IE,OshKosh,8,1588.46,699.81,13.13,True,2023-01-20
481,SKU-00481,IKEA Sofa 30QY,IKEA,10,1179.99,501.63,5.64,True,2022-08-12
482,SKU-00482,Ashley Sofa 45TL,Ashley,10,97.96,52.67,10.92,True,2025-01-18
483,SKU-00483,West Elm Sofa 04PX,West Elm,10,1181.6,663.01,0.12,True,2024-11-24
484,SKU-00484,Ashley Sofa 01DT,Ashley,10,1070.65,541.57,6.73,False,2022-03-26
485,SKU-00485,Wayfair Sofa 84SH,Wayfair,10,1471.71,951.38,6.39,True,2024-08-17
486,SKU-00486,IKEA Dining Table 45NO,IKEA,10,415.96,156.73,12.11,True,2022-07-13
487,SKU-00487,Wayfair Dining Table 27JD,Wayfair,10,1586.38,620.49,11.62,True,2025-03-05
488,SKU-00488,Ashley Dining Table 95AS,Ashley,10,1156.63,639.78,1.12,True,2024-03-07
489,SKU-00489,Pottery Barn Dining Table 78ZQ,Pottery Barn,10,1171.79,564.84,10.86,True,2025-07-25
490,SKU-00490,Ashley Bookshelf 39YF,Ashley,10,1656.21,885.78,6.69,True,2024-01-24
491,SKU-00491,IKEA Bookshelf 85EK,IKEA,10,256.32,99.18,10.98,True,2021-12-30
492,SKU-00492,West Elm Bookshelf 88MK,West Elm,10,569.53,223.23,4.23,True,2024-02-13
493,SKU-00493,Pottery Barn Bookshelf 25HC,Pottery Barn,10,1083.79,613.81,4.35,True,2022-01-06
494,SKU-00494,IKEA Bookshelf 39FF,IKEA,10,1526.97,836.05,4.59,True,2025-12-06
495,SKU-00495,Pottery Barn Bookshelf 70DI,Pottery Barn,10,343.62,160.65,9.73,True,2024-01-01
496,SKU-00496,Ashley Bookshelf 79DJ,Ashley,10,893.32,342.88,7.54,True,2023-09-30
497,SKU-00497,Pottery Barn Bookshelf 40ZQ,Pottery Barn,10,1600.26,565.88,5.48,True,2025-07-08
498,SKU-00498,West Elm Bed Frame 39EC,West Elm,10,1550.16,806.88,5.54,True,2023-07-22
499,SKU-00499,West Elm Bed Frame 18DE,West Elm,10,1718.24,998.49,0.35,False,2026-05-14
500,SKU-00500,Wayfair Bed Frame 70SA,Wayfair,10,392.26,245.86,14.24,True,2022-05-02
501,SKU-00501,Wayfair Bed Frame 26XY,Wayfair,10,1133.28,567.0,6.29,True,2023-09-05
502,SKU-00502,IKEA Bed Frame 66FR,IKEA,10,1154.76,590.42,2.37,True,2026-04-04
503,SKU-00503,IKEA Bed Frame 82PW,IKEA,10,922.79,379.23,12.14,True,2022-01-10
504,SKU-00504,West Elm Coffee Table 86HI,West Elm,10,1057.65,612.34,9.78,True,2025-01-27
505,SKU-00505,Wayfair Coffee Table 30WB,Wayfair,10,1259.12,716.42,12.71,False,2026-04-30
506,SKU-00506,IKEA Coffee Table 78BI,IKEA,10,1664.71,640.57,9.22,False,2023-05-01
507,SKU-00507,Ashley Coffee Table 33DW,Ashley,10,219.4,123.38,10.55,True,2022-03-18
508,SKU-00508,Wayfair Coffee Table 31CZ,Wayfair,10,943.79,552.02,10.84,True,2024-09-26
509,SKU-00509,Ashley Coffee Table 90PN,Ashley,10,1350.85,826.77,11.02,True,2021-10-08
510,SKU-00510,IKEA Coffee Table 90CM,IKEA,10,606.34,290.31,7.91,True,2024-10-17
511,SKU-00511,Instant Pot Air Fryer 03VC,Instant Pot,11,1131.42,564.4,7.71,False,2023-06-12
512,SKU-00512,Instant Pot Air Fryer 38NW,Instant Pot,11,304.55,120.97,11.62,True,2025-10-03
513,SKU-00513,Cuisinart Air Fryer 02GS,Cuisinart,11,414.99,208.59,0.76,True,2022-08-09
514,SKU-00514,KitchenAid Air Fryer 95KM,KitchenAid,11,87.54,40.2,13.81,True,2025-04-19
515,SKU-00515,Cuisinart Air Fryer 53TJ,Cuisinart,11,997.39,622.56,11.14,True,2026-05-13
516,SKU-00516,Ninja Air Fryer 83AT,Ninja,11,450.63,281.53,4.87,True,2022-10-23
517,SKU-00517,Instant Pot Air Fryer 89VL,Instant Pot,11,674.19,337.51,13.54,True,2024-07-25
518,SKU-00518,Instant Pot Air Fryer 68FD,Instant Pot,11,1766.64,1123.98,1.13,True,2026-04-19
519,SKU-00519,Ninja Air Fryer 68US,Ninja,11,1393.48,617.6,1.39,True,2023-07-08
520,SKU-00520,Ninja Air Fryer 24YL,Ninja,11,365.2,189.59,4.63,True,2025-03-17
521,SKU-00521,Hamilton Beach Air Fryer 73OT,Hamilton Beach,11,666.05,427.31,14.97,True,2025-09-21
522,SKU-00522,Instant Pot Air Fryer 27DJ,Instant Pot,11,1370.07,580.28,0.2,True,2023-07-01
523,SKU-00523,KitchenAid Coffee Maker 68HI,KitchenAid,11,977.07,528.38,10.43,False,2023-05-18
524,SKU-00524,Ninja Coffee Maker 43VP,Ninja,11,7.62,4.17,12.75,True,2021-10-30
525,SKU-00525,Cuisinart Coffee Maker 75FI,Cuisinart,11,373.32,240.77,6.36,True,2025-01-21
526,SKU-00526,KitchenAid Coffee Maker 30RY,KitchenAid,11,1282.42,484.64,13.83,True,2024-10-20
527,SKU-00527,Instant Pot Coffee Maker 90EM,Instant Pot,11,746.44,461.8,6.93,True,2025-06-17
528,SKU-00528,Instant Pot Coffee Maker 98NE,Instant Pot,11,176.56,68.87,12.32,False,2022-06-24
529,SKU-00529,Instant Pot Coffee Maker 54AN,Instant Pot,11,116.8,64.09,2.05,True,2026-02-14
530,SKU-00530,Ninja Coffee Maker 17PS,Ninja,11,1667.25,780.08,12.5,True,2024-06-16
531,SKU-00531,Hamilton Beach Coffee Maker 36PJ,Hamilton Beach,11,493.16,183.66,3.12,True,2023-01-16
532,SKU-00532,Instant Pot Coffee Maker 46DI,Instant Pot,11,200.61,76.57,6.8,True,2024-09-05
